,id,source_code,source_description,mapPriority,term,target_code,active,conceptActive,target_description,module,definitionStatus,concept
28,419997,O20.0,Threatened abortion,2,Threatened abortion in second trimester (disorder),75933004,True,True,Threatened abortion in second trimester (disorder),900000000000207008,Primitive,Threatened abortion
29,417393,P01.8,Fetus and newborn affected by other maternal complications of pregnancy,1,Threatened abortion in first trimester (disorder),73790007,True,True,Threatened abortion in first trimester (disorder),900000000000207008,Primitive,Threatened abortion
30,417394,O20.0,Threatened abortion,2,Threatened abortion in first trimester (disorder),73790007,True,True,Threatened abortion in first trimester (disorder),900000000000207008,Primitive,Threatened abortion
31,5999,P01.8,Fetus and newborn affected by other maternal complications of pregnancy,1,Threatened abortion in third trimester (disorder),10884004,True,True,Threatened abortion in third trimester (disorder),900000000000207008,Primitive,Threatened abortion
32,6000,O20.0,Threatened abortion,2,Threatened abortion in third trimester (disorder),10884004,True,True,Threatened abortion in third trimester (disorder),900000000000207008,Primitive,Threatened abortion
33,419996,P01.8,Fetus and newborn affected by other maternal complications of pregnancy,1,Threatened abortion in second trimester,75933004,True,True,Threatened abortion in second trimester (disorder),900000000000207008,Primitive,Threatened abortion
34,419997,O20.0,Threatened abortion,2,Threatened abortion in second trimester,75933004,True,True,Threatened abortion in second trimester (disorder),900000000000207008,Primitive,Threatened abortion
35,417393,P01.8,Fetus and newborn affected by other maternal complications of pregnancy,1,Threatened abortion in first trimester,73790007,True,True,Threatened abortion in first trimester (disorder),900000000000207008,Primitive,Threatened abortion
36,417394,O20.0,Threatened abortion,2,Threatened abortion in first trimester,73790007,True,True,Threatened abortion in first trimester (disorder),900000000000207008,Primitive,Threatened abortion
37,5999,P01.8,Fetus and newborn affected by other maternal complications of pregnancy,1,Threatened abortion in third trimester,10884004,True,True,Threatened abortion in third trimester (disorder),900000000000207008,Primitive,Threatened abortion
38,6000,O20.0,Threatened abortion,2,Threatened abortion in third trimester,10884004,True,True,Threatened abortion in third trimester (disorder),900000000000207008,Primitive,Threatened abortion
39,361875,P01.8,Fetus and newborn affected by other maternal complications of pregnancy,1,Threatened abortion (antepartum),54048003,True,True,Threatened abortion (disorder),900000000000207008,Primitive,Threatened abortion
40,361876,O20.0,Threatened abortion,2,Threatened abortion (antepartum),54048003,True,True,Threatened abortion (disorder),900000000000207008,Primitive,Threatened abortion
41,361875,P01.8,Fetus and newborn affected by other maternal complications of pregnancy,1,Threatened abortion (disorder),54048003,True,True,Threatened abortion (disorder),900000000000207008,Primitive,Threatened abortion
42,361876,O20.0,Threatened abortion,2,Threatened abortion (disorder),54048003,True,True,Threatened abortion (disorder),900000000000207008,Primitive,Threatened abortion
43,361875,P01.8,Fetus and newborn affected by other maternal complications of pregnancy,1,Threatened abortion,54048003,True,True,Threatened abortion (disorder),900000000000207008,Primitive,Threatened abortion
44,361876,O20.0,Threatened abortion,2,Threatened abortion,54048003,True,True,Threatened abortion (disorder),900000000000207008,Primitive,Threatened abortion
45,,,,,Dilation of cervix uteri and curettage of uterus for removal of missed abortion (procedure),176833006,True,True,Dilation of cervix uteri and curettage of uterus for removal of missed abortion (procedure),900000000000207008,Primitive,Missed abortion
46,,,,,Dilation of cervix uteri and curettage of uterus for removal of missed abortion,176833006,True,True,Dilation of cervix uteri and curettage of uterus for removal of missed abortion (procedure),900000000000207008,Primitive,Missed abortion
47,,,,,Surgical treatment of missed abortion of second trimester (procedure),5191001,True,True,Surgical treatment of missed abortion of second trimester (procedure),900000000000207008,Primitive,Missed abortion
48,,,,,Surgical treatment of missed abortion of third trimester (procedure),69621003,True,True,Surgical treatment of missed abortion of third trimester (procedure),900000000000207008,Primitive,Missed abortion
49,,,,,Surgical treatment of missed abortion of first trimester (procedure),18489003,True,True,Surgical treatment of missed abortion of first trimester (procedure),900000000000207008,Primitive,Missed abortion
50,,,,,Surgical treatment of missed abortion of second trimester,5191001,True,True,Surgical treatment of missed abortion of second trimester (procedure),900000000000207008,Primitive,Missed abortion
51,,,,,Surgical treatment of missed abortion of first trimester,18489003,True,True,Surgical treatment of missed abortion of first trimester (procedure),900000000000207008,Primitive,Missed abortion
52,,,,,Surgical treatment of missed abortion of third trimester,69621003,True,True,Surgical treatment of missed abortion of third trimester (procedure),900000000000207008,Primitive,Missed abortion
53,32661,O01.1,Incomplete and partial hydatidiform mole,1,Missed abortion (disorder),16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
54,32662,O01.0,Classical hydatidiform mole,2,Missed abortion (disorder),16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
55,32663,O01.9,"Hydatidiform mole, unspecified",3,Missed abortion (disorder),16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
56,32664,O02.0,Blighted ovum and nonhydatidiform mole,4,Missed abortion (disorder),16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
57,32665,O02.1,Missed abortion,5,Missed abortion (disorder),16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
58,32661,O01.1,Incomplete and partial hydatidiform mole,1,MA - Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
59,32662,O01.0,Classical hydatidiform mole,2,MA - Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
60,32663,O01.9,"Hydatidiform mole, unspecified",3,MA - Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
61,32664,O02.0,Blighted ovum and nonhydatidiform mole,4,MA - Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
62,32665,O02.1,Missed abortion,5,MA - Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
63,32661,O01.1,Incomplete and partial hydatidiform mole,1,Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
64,32662,O01.0,Classical hydatidiform mole,2,Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
65,32663,O01.9,"Hydatidiform mole, unspecified",3,Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
66,32664,O02.0,Blighted ovum and nonhydatidiform mole,4,Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
67,32665,O02.1,Missed abortion,5,Missed abortion,16607004,True,True,Missed abortion (disorder),900000000000207008,Primitive,Missed abortion
68,,,,,Surgical reduction of torsion of left testis with fixation of right testis (procedure),767378002,True,True,Surgical reduction of torsion of left testis with fixation of right testis (procedure),900000000000207008,Fully defined,Torsion of testis
69,,,,,Surgical reduction of torsion of right testis with fixation of left testis (procedure),767379005,True,True,Surgical reduction of torsion of right testis with fixation of left testis (procedure),900000000000207008,Fully defined,Torsion of testis
70,,,,,Surgical reduction of torsion of left testis with fixation of right testis,767378002,True,True,Surgical reduction of torsion of left testis with fixation of right testis (procedure),900000000000207008,Fully defined,Torsion of testis
71,,,,,Surgical reduction of torsion of right testis with fixation of left testis,767379005,True,True,Surgical reduction of torsion of right testis with fixation of left testis (procedure),900000000000207008,Fully defined,Torsion of testis
72,,,,,Surgical reduction of torsion of testis with orchiopexy (procedure),89844005,True,True,Surgical reduction of torsion of testis with orchiopexy (procedure),900000000000207008,Fully defined,Torsion of testis
73,2009072,N50.1,Vascular disorders of male genital organs,1,Reversible ischemia of testis due to torsion of testis (disorder),1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
74,2009073,N44.X,Torsion of testis ,1,Reversible ischemia of testis due to torsion of testis (disorder),1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
75,,,,,Surgical reduction of torsion of testis with orchiopexy,89844005,True,True,Surgical reduction of torsion of testis with orchiopexy (procedure),900000000000207008,Fully defined,Torsion of testis
76,2009072,N50.1,Vascular disorders of male genital organs,1,Reversible ischaemia of testis due to torsion of testis,1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
77,2009073,N44.X,Torsion of testis ,1,Reversible ischaemia of testis due to torsion of testis,1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
78,2009072,N50.1,Vascular disorders of male genital organs,1,Reversible ischemia of testis due to torsion of testis,1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
79,2009073,N44.X,Torsion of testis ,1,Reversible ischemia of testis due to torsion of testis,1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
80,2009070,N50.8,Other specified disorders of male genital organs,1,Necrosis of testis due to torsion of testis (disorder),1148886000,True,True,Necrosis of testis due to torsion of testis (disorder),900000000000207008,Fully defined,Torsion of testis
81,2009071,N44.X,Torsion of testis ,1,Necrosis of testis due to torsion of testis (disorder),1148886000,True,True,Necrosis of testis due to torsion of testis (disorder),900000000000207008,Fully defined,Torsion of testis
82,,,,,Surgical reduction of torsion of testis (procedure),35947009,True,True,Surgical reduction of torsion of testis (procedure),900000000000207008,Fully defined,Torsion of testis
83,2009072,N50.1,Vascular disorders of male genital organs,1,Reversible ischaemia of testis due to torsion,1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
84,2009073,N44.X,Torsion of testis ,1,Reversible ischaemia of testis due to torsion,1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
85,2009072,N50.1,Vascular disorders of male genital organs,1,Reversible ischemia of testis due to torsion,1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
86,2009073,N44.X,Torsion of testis ,1,Reversible ischemia of testis due to torsion,1148916009,True,True,Reversible ischemia of testis due to torsion of testis (disorder),900000000000207008,Primitive,Torsion of testis
87,2009070,N50.8,Other specified disorders of male genital organs,1,Necrosis of testis due to torsion of testis,1148886000,True,True,Necrosis of testis due to torsion of testis (disorder),900000000000207008,Fully defined,Torsion of testis
88,2009071,N44.X,Torsion of testis ,1,Necrosis of testis due to torsion of testis,1148886000,True,True,Necrosis of testis due to torsion of testis (disorder),900000000000207008,Fully defined,Torsion of testis
89,250290,N44.X,Torsion of testis ,1,Intermittent torsion of testis (disorder),304544003,True,True,Intermittent torsion of testis (disorder),900000000000207008,Fully defined,Torsion of testis
90,52903,N44.X,Torsion of testis ,1,Torsion of appendix of testis (disorder),198047009,True,True,Torsion of appendix of testis (disorder),900000000000207008,Fully defined,Torsion of testis
91,,,,,Surgical reduction of torsion of testis,35947009,True,True,Surgical reduction of torsion of testis (procedure),900000000000207008,Fully defined,Torsion of testis
92,,,,,Surgical release of torsion of testis,35947009,True,True,Surgical reduction of torsion of testis (procedure),900000000000207008,Fully defined,Torsion of testis
93,250290,N44.X,Torsion of testis ,1,Intermittent torsion of testis,304544003,True,True,Intermittent torsion of testis (disorder),900000000000207008,Fully defined,Torsion of testis
94,,,,,Reduction of torsion of testis,35947009,True,True,Surgical reduction of torsion of testis (procedure),900000000000207008,Fully defined,Torsion of testis
95,52903,N44.X,Torsion of testis ,1,Torsion of appendix of testis,198047009,True,True,Torsion of appendix of testis (disorder),900000000000207008,Fully defined,Torsion of testis
96,428086,N44.X,Torsion of testis ,1,Torsion of testis (disorder),81996005,True,True,Torsion of testis (disorder),900000000000207008,Fully defined,Torsion of testis
97,428086,N44.X,Torsion of testis ,1,Torsion of testis,81996005,True,True,Torsion of testis (disorder),900000000000207008,Fully defined,Torsion of testis
98,,,,,Repair of inguinal hernia with spermatocelectomy (procedure),7043001,True,True,Repair of inguinal hernia with spermatocelectomy (procedure),900000000000207008,Fully defined,Spermatocele
99,,,,,Injection sclerotherapy of spermatocele (procedure),236345003,True,True,Injection sclerotherapy of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
100,,,,,Therapeutic aspiration of spermatocele (procedure),274431004,True,True,Therapeutic aspiration of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
101,,,,,Diagnostic aspiration of spermatocele (procedure),274386002,True,True,Diagnostic aspiration of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
102,,,,,Repair of inguinal hernia with spermatocelectomy,7043001,True,True,Repair of inguinal hernia with spermatocelectomy (procedure),900000000000207008,Fully defined,Spermatocele
103,,,,,Fluid specimen from spermatocele (specimen),438545007,True,True,Fluid specimen from spermatocele (specimen),900000000000207008,Fully defined,Spermatocele
104,,,,,Injection sclerotherapy of spermatocele,236345003,True,True,Injection sclerotherapy of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
105,,,,,Therapeutic aspiration of spermatocele,274431004,True,True,Therapeutic aspiration of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
106,,,,,Aspiration of spermatocele (procedure),57633004,True,True,Aspiration of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
107,,,,,Diagnostic aspiration of spermatocele,274386002,True,True,Diagnostic aspiration of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
108,,,,,Excision of spermatocele (procedure),16016001,True,True,Excision of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
109,,,,,Fluid specimen from spermatocele,438545007,True,True,Fluid specimen from spermatocele (specimen),900000000000207008,Fully defined,Spermatocele
110,,,,,Spermatocele fluid (substance),734119009,True,True,Spermatocele fluid (substance),900000000000207008,Primitive,Spermatocele
111,,,,,Aspiration of spermatocele,57633004,True,True,Aspiration of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
112,,,,,Excision of spermatocele,16016001,True,True,Excision of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
113,355378,Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",1,Spermatocele (disorder),49263001,True,True,Spermatocele (disorder),900000000000207008,Primitive,Spermatocele
114,355379,N43.4,Spermatocele,2,Spermatocele (disorder),49263001,True,True,Spermatocele (disorder),900000000000207008,Primitive,Spermatocele
115,,,,,Spermatocele fluid,734119009,True,True,Spermatocele fluid (substance),900000000000207008,Primitive,Spermatocele
116,,,,,Spermatocelectomy,16016001,True,True,Excision of spermatocele (procedure),900000000000207008,Fully defined,Spermatocele
117,355378,Q55.4,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",1,Spermatocele,49263001,True,True,Spermatocele (disorder),900000000000207008,Primitive,Spermatocele
118,355379,N43.4,Spermatocele,2,Spermatocele,49263001,True,True,Spermatocele (disorder),900000000000207008,Primitive,Spermatocele
119,13606,N43.1,Infected hydrocele,1,Infected hydrocele (disorder),11666007,True,True,Infected hydrocele (disorder),900000000000207008,Fully defined,Infected hydrocele
120,13606,N43.1,Infected hydrocele,1,Infected hydrocele,11666007,True,True,Infected hydrocele (disorder),900000000000207008,Fully defined,Infected hydrocele
121,52829,N43.0,Encysted hydrocele,1,Encysted hydrocele of spermatic cord (disorder),197980002,True,True,Encysted hydrocele of spermatic cord (disorder),900000000000207008,Primitive,Encysted hydrocele
122,52829,N43.0,Encysted hydrocele,1,Encysted hydrocele of spermatic cord,197980002,True,True,Encysted hydrocele of spermatic cord (disorder),900000000000207008,Primitive,Encysted hydrocele
123,52829,N43.0,Encysted hydrocele,1,Encysted hydrocele of cord,197980002,True,True,Encysted hydrocele of spermatic cord (disorder),900000000000207008,Primitive,Encysted hydrocele
124,84586,T83.6,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",1,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract (disorder)",213138009,True,True,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract (disorder)",900000000000207008,Primitive,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract"
125,84586,T83.6,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",1,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",213138009,True,True,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract (disorder)",900000000000207008,Primitive,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract"
126,84585,T83.5,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",1,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system (disorder)",213137004,True,True,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system (disorder)",900000000000207008,Primitive,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system"
127,84585,T83.5,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",1,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",213137004,True,True,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system (disorder)",900000000000207008,Primitive,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system"
128,417223,R30.0,Dysuria,1,Dysuria-frequency syndrome (disorder),7358000,True,True,Dysuria-frequency syndrome (disorder),900000000000207008,Primitive,Dysuria
129,43669,,No target,1,Psychogenic dysuria (disorder),191978003,True,True,Psychogenic dysuria (disorder),900000000000207008,Primitive,Dysuria
130,417223,R30.0,Dysuria,1,Dysuria-frequency syndrome,7358000,True,True,Dysuria-frequency syndrome (disorder),900000000000207008,Primitive,Dysuria
131,43669,,No target,1,Psychogenic dysuria,191978003,True,True,Psychogenic dysuria (disorder),900000000000207008,Primitive,Dysuria
132,355779,F45.3,Somatoform autonomic dysfunction,1,Dysuria (finding),49650001,True,True,Dysuria (finding),900000000000207008,Primitive,Dysuria
133,355780,R30.1,Vesical tenesmus,2,Dysuria (finding),49650001,True,True,Dysuria (finding),900000000000207008,Primitive,Dysuria
134,355781,R30.9,"Painful micturition, unspecified",3,Dysuria (finding),49650001,True,True,Dysuria (finding),900000000000207008,Primitive,Dysuria
135,355782,R30.0,Dysuria,4,Dysuria (finding),49650001,True,True,Dysuria (finding),900000000000207008,Primitive,Dysuria
136,43669,,No target,1,Psychic dysuria,191978003,True,True,Psychogenic dysuria (disorder),900000000000207008,Primitive,Dysuria
137,33834,R30.0,Dysuria,1,Spastic dysuria,16844001,True,True,Painful urging to urinate (finding),900000000000207008,Primitive,Dysuria
138,355779,F45.3,Somatoform autonomic dysfunction,1,Dysuria,49650001,True,True,Dysuria (finding),900000000000207008,Primitive,Dysuria
139,355780,R30.1,Vesical tenesmus,2,Dysuria,49650001,True,True,Dysuria (finding),900000000000207008,Primitive,Dysuria
140,355781,R30.9,"Painful micturition, unspecified",3,Dysuria,49650001,True,True,Dysuria (finding),900000000000207008,Primitive,Dysuria
141,355782,R30.0,Dysuria,4,Dysuria,49650001,True,True,Dysuria (finding),900000000000207008,Primitive,Dysuria
142,,,,,Removal of calculus of urethra without incision (procedure),39375006,True,True,Removal of calculus of urethra without incision (procedure),900000000000207008,Primitive,Calculus in urethra
143,,,,,Removal of calculus of urethra with incision (procedure),21272003,True,True,Removal of calculus of urethra with incision (procedure),900000000000207008,Fully defined,Calculus in urethra
144,,,,,Removal of calculus of urethra without incision,39375006,True,True,Removal of calculus of urethra without incision (procedure),900000000000207008,Primitive,Calculus in urethra
145,,,,,Removal of calculus of urethra with incision,21272003,True,True,Removal of calculus of urethra with incision (procedure),900000000000207008,Fully defined,Calculus in urethra
146,70859,N21.1,Calculus in urethra,1,Calculus in urethra (disorder),20342001,True,True,Calculus in urethra (disorder),900000000000207008,Fully defined,Calculus in urethra
147,70859,N21.1,Calculus in urethra,1,Calculus in urethra,20342001,True,True,Calculus in urethra (disorder),900000000000207008,Fully defined,Calculus in urethra
148,,,,,Transurethral removal of calculus from bladder without incision (procedure),56464000,True,True,Transurethral removal of calculus from bladder without incision (procedure),900000000000207008,Primitive,Calculus in bladder
149,,,,,Removal of calculus from urinary bladder by incision (procedure),370984003,True,True,Removal of calculus from urinary bladder by incision (procedure),900000000000207008,Fully defined,Calculus in bladder
150,,,,,Transurethral removal of calculus from bladder without incision,56464000,True,True,Transurethral removal of calculus from bladder without incision (procedure),900000000000207008,Primitive,Calculus in bladder
151,340867,N21.0,Calculus in bladder,1,Small calculus particles in urinary bladder (disorder),446702009,True,True,Small calculus particles in urinary bladder (disorder),900000000000207008,Primitive,Calculus in bladder
152,,,,,Removal of calculus from urinary bladder by incision,370984003,True,True,Removal of calculus from urinary bladder by incision (procedure),900000000000207008,Fully defined,Calculus in bladder
153,36407,N20.0,Calculus of kidney,1,Calculus in diverticulum of bladder (disorder),18109005,True,True,Calculus in diverticulum of bladder (disorder),900000000000207008,Primitive,Calculus in bladder
154,36408,N21.0,Calculus in bladder,2,Calculus in diverticulum of bladder (disorder),18109005,True,True,Calculus in diverticulum of bladder (disorder),900000000000207008,Primitive,Calculus in bladder
155,,,,,Removal of calculus from bladder by incision,370984003,True,True,Removal of calculus from urinary bladder by incision (procedure),900000000000207008,Fully defined,Calculus in bladder
156,340867,N21.0,Calculus in bladder,1,Small calculus particles in urinary bladder,446702009,True,True,Small calculus particles in urinary bladder (disorder),900000000000207008,Primitive,Calculus in bladder
157,36407,N20.0,Calculus of kidney,1,Calculus in diverticulum of bladder,18109005,True,True,Calculus in diverticulum of bladder (disorder),900000000000207008,Primitive,Calculus in bladder
158,36408,N21.0,Calculus in bladder,2,Calculus in diverticulum of bladder,18109005,True,True,Calculus in diverticulum of bladder (disorder),900000000000207008,Primitive,Calculus in bladder
159,,,,,Ureterorenoscopy with fragmentation and removal of calculus of kidney (procedure),789781007,True,True,Ureterorenoscopy with fragmentation and removal of calculus of kidney (procedure),900000000000207008,Fully defined,Calculus of kidney with calculus of ureter
